"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 07:05:00";"2";"0";"49";"1,02";"4194304";"197971";"4,72";"0";"1";"50";"0";"0"
"05.11.2015 07:10:00";"2";"0";"48";"1,02";"4194304";"167353";"3,99";"0";"1";"50";"0";"0"
"05.11.2015 07:15:00";"2";"0";"48";"1,02";"4194304";"220201";"5,25";"0";"1";"50";"0";"0"
"05.11.2015 07:20:00";"2";"0";"47";"1";"4194304";"217684";"5,19";"0";"1";"50";"0";"0"
"05.11.2015 07:25:00";"2";"0";"52";"1,09";"4194304";"295698";"7,05";"0";"3";"50";"0";"0"
"05.11.2015 07:30:00";"2";"0";"49";"1,04";"4194304";"251239";"5,99";"0";"1";"50";"0";"0"
"05.11.2015 07:35:00";"2";"0";"53";"1,12";"4194304";"256691";"6,12";"0";"2";"50";"0";"0"
"05.11.2015 07:40:00";"2";"0";"48";"1";"4194304";"262144";"6,25";"0";"1";"50";"0";"0"
"05.11.2015 07:45:00";"2";"0";"50";"1,05";"4194304";"256691";"6,12";"0";"2";"50";"0";"0"
"05.11.2015 07:50:00";"2";"0";"49";"1,04";"4194304";"172805";"4,12";"0";"2";"50";"0";"0"
"05.11.2015 07:55:00";"2";"0";"48";"1,01";"4194304";"158964";"3,79";"0";"1";"50";"0";"0"
"05.11.2015 08:00:00";"2";"0";"49";"1,03";"4194304";"122474";"2,92";"0";"1";"50";"0";"0"
"05.11.2015 08:05:00";"2";"0";"50";"1,05";"4194304";"178258";"4,25";"0";"1";"50";"0";"0"
"05.11.2015 08:10:00";"2";"0";"49";"1,03";"4194304";"262144";"6,25";"0";"1";"50";"0";"0"
"05.11.2015 08:15:00";"2";"0";"49";"1,03";"4194304";"167353";"3,99";"0";"1";"50";"0";"0"
"05.11.2015 08:20:00";"2";"0";"48";"1,02";"4194304";"139251";"3,32";"0";"1";"50";"0";"0"
"05.11.2015 08:25:00";"2";"0";"55";"1,16";"4194304";"200907";"4,79";"0";"3";"50";"0";"0"
"05.11.2015 08:30:00";"2";"0";"50";"1,05";"4194304";"164417";"3,92";"0";"1";"50";"0";"0"
"05.11.2015 08:35:00";"2";"0";"54";"1,13";"4194304";"117021";"2,79";"0";"2";"50";"0";"0"
"05.11.2015 08:40:00";"2";"0";"50";"1,05";"4194304";"236978";"5,65";"0";"2";"50";"0";"0"
"05.11.2015 08:45:00";"2";"0";"50";"1,05";"4194304";"189583";"4,52";"0";"1";"50";"0";"0"
"05.11.2015 08:50:00";"2";"0";"50";"1,05";"4194304";"211812";"5,05";"0";"1";"50";"0";"0"
"05.11.2015 08:55:00";"2";"0";"50";"1,04";"4194304";"284793";"6,79";"0";"2";"50";"0";"0"
"05.11.2015 09:00:00";"2";"0";"50";"1,05";"4194304";"186647";"4,45";"0";"1";"50";"0";"0"
"05.11.2015 09:05:00";"2";"0";"50";"1,06";"4194304";"189583";"4,52";"0";"2";"50";"0";"0"
"05.11.2015 09:10:00";"2";"0";"48";"1,02";"4194304";"169869";"4,05";"0";"2";"50";"0";"0"
"05.11.2015 09:15:00";"2";"0";"49";"1,04";"4194304";"189583";"4,52";"0";"1";"50";"0";"0"
"05.11.2015 09:20:00";"2";"0";"53";"1,12";"4194304";"192519";"4,59";"0";"1";"50";"0";"0"
"05.11.2015 09:25:00";"2";"0";"60";"1,27";"4194304";"184130";"4,39";"0";"4";"50";"0";"0"
"05.11.2015 09:30:00";"2";"0";"56";"1,17";"4194304";"186647";"4,45";"0";"1";"50";"0";"0"
"05.11.2015 09:35:00";"2";"0";"57";"1,19";"4194304";"234462";"5,59";"0";"2";"50";"0";"0"
"05.11.2015 09:40:00";"2";"0";"53";"1,11";"4194304";"226073";"5,39";"0";"2";"50";"0";"0"
"05.11.2015 09:45:00";"2";"0";"52";"1,09";"4194304";"192519";"4,59";"0";"1";"50";"0";"0"
"05.11.2015 09:50:00";"2";"0";"51";"1,07";"4194304";"206360";"4,92";"0";"1";"50";"0";"0"
"05.11.2015 09:55:00";"2";"0";"50";"1,06";"4194304";"262144";"6,25";"0";"1";"50";"0";"0"
"05.11.2015 10:00:00";"2";"0";"52";"1,08";"4194304";"239914";"5,72";"0";"1";"50";"0";"0"
"05.11.2015 10:05:00";"2";"0";"50";"1,05";"4194304";"231526";"5,52";"0";"1";"50";"0";"0"
"05.11.2015 10:10:00";"2";"0";"51";"1,07";"4194304";"169869";"4,05";"0";"1";"50";"0";"0"
"05.11.2015 10:15:00";"2";"0";"51";"1,07";"4194304";"192519";"4,59";"0";"1";"50";"0";"0"
"05.11.2015 10:20:00";"2";"0";"51";"1,07";"4194304";"217684";"5,19";"0";"1";"50";"0";"0"
"05.11.2015 10:25:00";"2";"0";"59";"1,23";"4194304";"226073";"5,39";"1";"4";"50";"0";"0"
